         172648 function calls (172434 primitive calls) in 1956.525 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       87    0.000    0.000    0.002    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\loggerplus\__init__.py:221(format)
       19    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1214(get_data)
        9    0.002    0.000    0.002    0.000 {built-in method nt.open}
        4    0.000    0.000    0.002    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\toolset\gui\common\style\theme_manager.py:215(_load_vscode_theme)
        2    0.000    0.000    0.002    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:631(__init__)
       87    0.000    0.000    0.002    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1594(findCaller)
       19    0.000    0.000    0.002    0.000 {built-in method _winapi.ReadFile}
        4    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
       89    0.000    0.000    0.002    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:620(set)
      207    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       17    0.001    0.000    0.001    0.000 {built-in method builtins.print}
      174    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:197(_is_internal_frame)
        4    0.001    0.000    0.001    0.000 {built-in method nt.mkdir}
        4    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\utility\ui_libraries\qt\widgets\itemviews\treeview.py:364(resizeEvent)
       89    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\utility\misc.py:172(is_debug_mode)
      178    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:428(notify_all)
        4    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
       89    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:472(acquire)
       21    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        4    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:98(resizeEvent)
       35    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:155(_path_is_mode_type)
     1426    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.001    0.001 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\toolset\uic\qtpy\widgets\texture_list.py:15(setupUi)
       89    0.001    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:869(__init__)
       19    0.001    0.000    0.001    0.000 {built-in method _io.open_code}
      181    0.000    0.000    0.001    0.000 <frozen ntpath>:50(normcase)
        5    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:664(resolve)
        5    0.000    0.000    0.001    0.000 <frozen ntpath>:705(realpath)
      544    0.001    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\functools.py:407(__get__)
        5    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:32(_create_drawer_button)
      189    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:398(notify)
      181    0.000    0.000    0.001    0.000 <frozen os>:811(getenv)
      174    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\loggerplus\__init__.py:69(logging_context)
        4    0.001    0.000    0.001    0.000 {function RobustTreeView.resizeEvent at 0x000002173A954220}
        1    0.000    0.000    0.001    0.001 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\toolset\main_init.py:147(is_running_from_temp)
       87    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\contextlib.py:136(__enter__)
      277    0.001    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:281(__init__)
      180    0.001    0.000    0.001    0.000 {built-in method time.localtime}
       88    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:101(_path_join)
        5    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\utility\ui_libraries\qt\widgets\itemviews\baseview.py:108(_create_drawer_button)
        1    0.000    0.000    0.001    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\tempfile.py:313(gettempdir)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
      315    0.000    0.000    0.001    0.000 <frozen os>:712(__getitem__)
        1    0.000    0.000    0.001    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\tempfile.py:301(_gettempdir)
        1    0.000    0.000    0.001    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\tempfile.py:183(_get_default_tempdir)
       87    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\thread.py:127(__init__)
      186    0.000    0.000    0.001    0.000 <frozen _collections_abc>:808(get)
      109    0.000    0.000    0.001    0.000 <frozen ntpath>:254(basename)
       10    0.001    0.000    0.001    0.000 {built-in method nt._getfinalpathname}
        8    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:552(Pipe)
       89    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\_base.py:537(set_result)
       87    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\loggerplus\__init__.py:194(format)
        4    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\toolset\gui\widgets\main_widgets.py:484(__init__)
        5    0.001    0.000    0.001    0.000 {built-in method standardIcon}
        2    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:579(_check_system_limits)
      109    0.000    0.000    0.001    0.000 <frozen ntpath>:222(split)
       18    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:442(exists)
      180    0.001    0.000    0.001    0.000 {built-in method time.strftime}
      545    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\qtpy\QtGui.py:45(__getattr__)
      267    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:683(formatMessage)
        1    0.000    0.000    0.001    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\popen_spawn_win32.py:1(<module>)
      580    0.000    0.000    0.001    0.000 {built-in method builtins.all}
        9    0.001    0.000    0.001    0.000 {built-in method value}
        8    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\toolset\data\settings.py:46(getter)
       18    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:510(stat)
       87    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:601(__init__)
    16/13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
        4    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\queues.py:35(__init__)
       87    0.001    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\loggerplus\__init__.py:461(__getattribute__)
      274    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
      267    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:470(format)
      181    0.001    0.000    0.001    0.000 {built-in method _winapi.LCMapStringEx}
       11    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
      468    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:303(__enter__)
       89    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\_base.py:328(__init__)
      109    0.000    0.000    0.001    0.000 <frozen ntpath>:243(splitext)
     1158    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
      174    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:458(validate)
        5    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:91(clear)
      320    0.000    0.000    0.001    0.000 <frozen os>:786(encodekey)
        1    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\toolset\gui\windows\main.py:696(_setup_language_menu)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:513(cache_from_source)
     2457    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\RSh4KL6n9prx4qCLVsl9O\Lib\site-packages\utility\ui_libraries\qt\widgets\itemviews\listview.py:22(__init__)
      267    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:463(_format)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
        8    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:253(poll)
        4    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\reduction.py:58(dump)
