         148691 function calls (148622 primitive calls) in 229.033 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 C:\Users\boden\AppData\Local\uv\cache\archive-v0\QOWiy_ESI7j2n885-mQUE\Lib\site-packages\toolset\uic\qtpy\windows\main.py:384(retranslateUi)
        4    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:91(clear)
        1    0.000    0.000    0.001    0.001 C:\Users\boden\AppData\Local\uv\cache\archive-v0\QOWiy_ESI7j2n885-mQUE\Lib\site-packages\toolset\gui\windows\main.py:674(_setup_language_menu)
        8    0.000    0.000    0.001    0.000 {method 'dump' of '_pickle.Pickler' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\queues.py:173(_start_thread)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:782(_compile_bytecode)
        1    0.001    0.001    0.001    0.001 {create}
        3    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
        7    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:253(poll)
        3    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\QOWiy_ESI7j2n885-mQUE\Lib\site-packages\utility\ui_libraries\qt\widgets\itemviews\treeview.py:364(resizeEvent)
        9    0.001    0.000    0.001    0.000 {built-in method setFilterCaseSensitivity}
        4    0.001    0.000    0.001    0.000 {built-in method setColumnCount}
        1    0.001    0.001    0.001    0.001 {built-in method families}
        7    0.000    0.000    0.001    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:342(_poll)
        5    0.000    0.000    0.000    0.000 {built-in method setEditTriggers}
       19    0.000    0.000    0.000    0.000 {built-in method setToolTip}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        2    0.000    0.000    0.000    0.000 <frozen os>:751(copy)
       50    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\QOWiy_ESI7j2n885-mQUE\Lib\site-packages\toolset\gui\common\style\theme_manager.py:3041(adjust_color)
        3    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\thread.py:165(submit)
       45    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:329(parent)
