         149390994 function calls (147226193 primitive calls) in 218.016 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   15.340   15.340 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1108(change_active_installation)
   733802    1.088    0.000   14.820    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\shader\shader.py:171(set_matrix4)
      706    0.637    0.001   12.757    0.018 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:398(_load_rim)
740519/740501    0.648    0.000   11.635    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\latebind.py:35(__call__)
   684324    0.815    0.000   11.269    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:167(suffix)
     7737    6.880    0.001   11.247    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1446(check_list)
   737598    4.089    0.000   10.816    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\wrapper.py:782(wrapperCall)
   755985    0.390    0.000   10.787    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:346(name)
      414    0.011    0.000   10.664    0.026 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1386(locations)
   796361    2.476    0.000   10.397    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:307(_tail)
     1479    0.003    0.000    9.584    0.006 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:153(_get_cached_or_load)
        2    0.000    0.000    8.832    4.416 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\dialogs\asyncloader.py:336(run)
        1    0.000    0.000    8.831    8.831 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1184(<lambda>)
        1    0.000    0.000    8.831    8.831 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1170(prepare_task)
      414    0.383    0.001    8.330    0.020 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1512(<lambda>)
   341385    0.822    0.000    8.128    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\misc.py:91(is_capsule_file)
     2621    0.018    0.000    8.088    0.003 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:209(_loop)
      220    0.005    0.000    7.966    0.036 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1299(location)
  1461916    1.031    0.000    7.579    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:476(texture)
      676    0.316    0.000    7.225    0.011 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_cache.py:47(build_cache)
   339848    0.764    0.000    6.642    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\misc.py:77(is_bif_file)
      191    0.003    0.000    6.596    0.035 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1136(resource)
   759477    3.627    0.000    6.086    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:257(_parse_path)
      148    0.002    0.000    5.813    0.039 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:119(_resolve_texture_location)
      136    0.237    0.002    5.100    0.037 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:348(_load_erf)
      173    0.002    0.000    5.092    0.029 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:91(clear)
        1    0.002    0.002    5.021    5.021 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1634(refresh_core_list)
3627/3626    0.659    0.000    4.704    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1239(_loop)
      148    0.004    0.000    4.638    0.031 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\async_loader.py:450(load_texture_async)
        1    0.005    0.005    4.487    4.487 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1671(_get_modules_list)
        1    0.010    0.010    4.445    4.445 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1972(module_names)
  1394075    2.366    0.000    3.945    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:465(read_uint32)
      191    0.008    0.000    3.940    0.021 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1190(resources)
     7945    0.023    0.000    3.903    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:253(poll)
        2    0.002    0.001    3.816    1.908 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:368(load_resources_dict)
      288    0.011    0.000    3.804    0.013 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:351(_build_resource_list)
        1    0.000    0.000    3.745    3.745 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\update_manager.py:42(check_for_updates)
        1    0.000    0.000    3.744    3.744 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\_base.py:646(__exit__)
        2    0.000    0.000    3.724    1.862 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:553(_join_executor_internals)
      3/2    0.000    0.000    3.713    1.856 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:1058(join)
      3/2    0.001    0.000    3.712    1.856 {method 'join' of '_thread._ThreadHandle' objects}
        1    0.000    0.000    3.712    3.712 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:837(shutdown)
      4/1    0.000    0.000    3.711    3.711 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:1000(_bootstrap)
      4/1    0.022    0.005    3.711    3.711 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:1027(_bootstrap_inner)
        1    0.000    0.000    3.710    3.710 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:549(join_executor_internals)
     1487    0.097    0.000    3.591    0.002 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1696(paintEvent)
        1    0.000    0.000    3.477    3.477 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1473(open_indoor_map_builder)
        1    0.000    0.000    3.452    3.452 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:300(__init__)
      257    0.001    0.000    3.448    0.013 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:215(_override)
        1    0.000    0.000    3.447    3.447 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1744(_get_override_list)
        2    0.000    0.000    3.447    1.723 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1031(override_list)
        1    0.007    0.007    3.447    3.447 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:221(_load_override)
        1    0.003    0.003    3.433    3.433 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:415(_setup_kits)
       26    0.001    0.000    3.375    0.130 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:226(get_creature_render_object)
      274    0.052    0.000    3.336    0.012 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1442(check_dict)
9388730/9387282    2.090    0.000    3.327    0.000 {built-in method builtins.isinstance}
        1    0.037    0.037    3.115    3.115 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:407(load_resources_list)
      643    0.003    0.000    3.056    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\type.py:49(_autoclose)
        6    0.059    0.010    3.030    0.505 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:154(set_resources)
     7736    0.059    0.000    3.023    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:334(_build_single_resource)
 13975161    2.935    0.000    2.935    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:150(identifier)
     7945    0.059    0.000    2.934    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:342(_poll)
  3693068    1.226    0.000    2.930    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\wrapper.py:506(calculate_pyArgs)
       26    0.000    0.000    2.920    0.112 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:205(_modules)
        1    0.000    0.000    2.919    2.919 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:209(<lambda>)
       36    0.001    0.000    2.853    0.079 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\async_loader.py:509(load_model_async)
       36    0.001    0.000    2.822    0.078 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:140(_resolve_model_location)
   184548    0.154    0.000    2.820    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene.py:237(_is_object_visible)
  1461916    2.139    0.000    2.819    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\shader\texture.py:127(use)
16270/16269    0.329    0.000    2.728    0.000 {method 'emit' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
      251    0.001    0.000    2.637    0.011 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1505(<lambda>)
  1372808    1.683    0.000    2.594    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:117(__init__)
  5143649    2.565    0.000    2.565    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\error.py:208(glCheckError)
  1475081    1.283    0.000    2.557    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\arrays\arraydatatype.py:133(from_param)
   682407    0.781    0.000    2.477    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:498(__init__)
   373064    0.890    0.000    2.406    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:726(read_string)
 14164417    2.400    0.000    2.400    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:420(__hash__)
   333921    0.174    0.000    2.393    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:148(__truediv__)
   759479    0.736    0.000    2.336    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:277(_raw_path)
        1    0.000    0.000    2.330    2.330 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:206(__init__)
     2815    0.038    0.000    2.328    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1543(_draw_image)
        2    0.001    0.001    2.327    1.163 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:945(core_resources)
       94    0.001    0.000    2.325    0.025 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:435(process_result_item)
       26    0.001    0.000    2.316    0.089 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\creature.py:154(get_weapon_models)
       21    0.001    0.000    2.314    0.110 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\creature.py:197(_load_hand_uti)
      416    0.001    0.000    2.289    0.006 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:178(_chitin)
        2    0.000    0.000    2.287    1.143 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:936(chitin_resources)
        1    0.004    0.004    2.286    2.286 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:184(_load_chitin)
       20    2.274    0.114    2.282    0.114 {built-in method show}
        1    0.000    0.000    2.279    2.279 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:33(__init__)
        1    0.000    0.000    2.278    2.278 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:58(load)
        1    0.007    0.007    2.275    2.275 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:596(_show_missing_files_dialog)
   341284    0.450    0.000    2.257    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:130(with_segments)
     2815    2.250    0.001    2.250    0.001 {built-in method drawImage}
        2    0.197    0.099    2.248    1.124 {question}
        5    0.000    0.000    2.235    0.447 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:39(new_close_event)
  3692480    1.775    0.000    2.234    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\wrapper.py:542(calculate_cArgs)
        1    0.000    0.000    2.225    2.225 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\module_designer.py:226(closeEvent)
        1    0.000    0.000    2.222    2.222 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:422(_initUi)
    29803    0.163    0.000    2.216    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:511(add_resource)
        1    0.005    0.005    2.203    2.203 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\windows\main.py:15(setupUi)
   184548    0.285    0.000    2.191    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\render_object.py:147(bounding_sphere)
        4    0.001    0.000    2.053    0.513 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:85(__init__)
        4    0.073    0.018    2.047    0.512 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\widgets\resource_list.py:17(setupUi)
       26    0.103    0.004    2.021    0.078 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:73(read_bif)
   621528    1.519    0.000    1.983    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:409(__post_init__)
        4    0.001    0.000    1.971    0.493 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\treeview.py:26(__init__)
        5    0.000    0.000    1.970    0.394 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:22(__init__)
       12    0.000    0.000    1.970    0.164 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:60(_fix_drawer_button)
   349332    0.267    0.000    1.967    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\git.py:297(__hash__)
      391    0.004    0.000    1.964    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_auto.py:66(read_gff)
      389    0.008    0.000    1.912    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:62(load)
     7792    0.147    0.000    1.909    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1787(mouseMoveEvent)
    29875    0.672    0.000    1.908    0.000 {built-in method appendRow}
   737598    0.662    0.000    1.891    0.000 {built-in method glm.value_ptr}
     6775    0.424    0.000    1.837    0.000 {method 'cancel' of '_winapi.Overlapped' objects}
1281/1241    0.009    0.000    1.726    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1500(debug)
15209/389    0.087    0.000    1.723    0.004 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:107(_load_struct)
  2216441    1.097    0.000    1.667    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\arrays\arraydatatype.py:36(__call__)
67677/17331    0.253    0.000    1.660    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:135(_load_field)
        3    0.000    0.000    1.625    0.542 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\module_designer.py:1280(on_resource_tree_double_clicked)
        3    0.000    0.000    1.625    0.542 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\module_designer.py:699(open_module_resource)
       66    0.011    0.000    1.596    0.024 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene.py:368(screen_to_world)
  1559272    1.076    0.000    1.586    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\more_collections.py:228(__getitem__)
2334/2282    0.022    0.000    1.583    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1643(_log)
   737598    0.314    0.000    1.574    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\converters.py:156(__call__)
      166    0.005    0.000    1.512    0.009 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:2058(module_name)
    17200    0.548    0.000    1.502    0.000 {built-in method nt.stat}
      485    0.292    0.001    1.465    0.003 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:526(paintEvent)
   184548    0.333    0.000    1.456    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_cache.py:299(_del_git_objects)
  5353780    1.393    0.000    1.393    0.000 {built-in method sys.intern}
   399586    0.829    0.000    1.359    0.000 <frozen ntpath>:99(join)
        5    0.000    0.000    1.327    0.265 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:181(set_sections)
      285    0.001    0.000    1.326    0.005 {built-in method insertRow}
        3    0.000    0.000    1.325    0.442 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:226(on_section_changed)
       18    0.003    0.000    1.275    0.071 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\module.py:1827(data)
    98995    0.076    0.000    1.274    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:609(model)
   739509    0.610    0.000    1.264    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\arrays\arraydatatype.py:169(asArray)
     6887    0.101    0.000    1.260    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:940(_poll_result_queue)
    89830    0.246    0.000    1.236    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:449(filterAcceptsRow)
 3392/859    0.039    0.000    1.235    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:215(_load_list)
  2570648    0.621    0.000    1.232    0.000 <frozen abc>:117(__instancecheck__)
  5455184    1.229    0.000    1.229    0.000 {method 'lower' of 'str' objects}
   737678    1.229    0.000    1.229    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ctypes\__init__.py:530(cast)
     1595    0.250    0.000    1.212    0.001 {built-in method _winapi.WriteFile}
        1    0.241    0.241    1.155    1.155 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\indoorkit\indoorkit_loader.py:23(load_kits)
      273    0.002    0.000    1.146    0.004 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\render_object.py:211(_cube_rec)
  278/183    0.002    0.000    1.130    0.006 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\_base.py:537(set_result)
  1564203    0.766    0.000    1.126    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\more_collections.py:251(__contains__)
1113582/1068435    0.319    0.000    1.104    0.000 {built-in method builtins.hash}
     7734    0.010    0.000    1.079    0.000 <frozen genericpath>:84(getsize)
        1    0.000    0.000    1.072    1.072 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\module_designer.py:489(open_module)
7075975/7061527    1.061    0.000    1.066    0.000 {built-in method builtins.len}
        1    0.000    0.000    1.056    1.056 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene.py:47(__init__)
    98696    0.216    0.000    1.024    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene.py:252(should_hide_obj)
        1    0.000    0.000    1.019    1.019 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:79(__init__)
        1    0.000    0.000    1.014    1.014 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1780(refresh_saves_list)
2334/2282    0.011    0.000    1.014    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1669(handle)
        1    0.000    0.000    0.990    0.990 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:209(set_installation)
        5    0.000    0.000    0.990    0.198 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:213(load_2da)
11334/11319    0.363    0.000    0.989    0.000 {method 'GetOverlappedResult' of '_winapi.Overlapped' objects}
        1    0.001    0.001    0.984    0.984 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:898(on_savepath_changed)
   110682    0.587    0.000    0.976    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:506(_draw_image)
        9    0.005    0.001    0.974    0.108 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:679(is_save_corrupted)
        9    0.002    0.000    0.969    0.108 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:701(_check_save_corruption_lightweight)
2334/2282    0.012    0.000    0.937    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1728(callHandlers)
5721/5612    0.019    0.000    0.934    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1011(handle)
