         93635441 function calls (88013043 primitive calls) in 490.187 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1388064    2.719    0.000   17.431    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\fnmatch.py:19(fnmatch)
        1    0.000    0.000   14.630   14.630 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\update_manager.py:42(check_for_updates)
        1    0.000    0.000   14.629   14.629 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\_base.py:646(__exit__)
      211    0.031    0.000   14.607    0.069 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_auto.py:66(read_gff)
      2/1    0.000    0.000   14.598   14.598 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydev_bundle\pydev_monkey.py:1104(__call__)
      2/1    0.000    0.000   14.594   14.594 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:1000(_bootstrap)
      2/1    0.000    0.000   14.594   14.594 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:1027(_bootstrap_inner)
        1    0.001    0.001   14.594   14.594 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:330(run)
     5849    0.257    0.000   14.243    0.002 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1085(_loop)
        4    0.005    0.001   13.590    3.397 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:405(wait_result_broken_or_wakeup)
        2    0.000    0.000   13.573    6.787 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\util.py:197(__call__)
        1    0.000    0.000   13.573   13.573 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\queues.py:145(join_thread)
      439    0.005    0.000   13.018    0.030 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\type.py:49(_autoclose)
      249    0.001    0.000   12.772    0.051 {built-in method insertRow}
  5135724    5.375    0.000   12.121    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\glob.py:233(has_magic)
      209    0.008    0.000   11.984    0.057 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:62(load)
        3    0.000    0.000   11.935    3.978 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:226(on_section_changed)
        1    0.001    0.001   11.797   11.797 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:739(on_savepath_changed)
269365/13043    1.486    0.000   11.539    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:135(_load_field)
102325/209    0.650    0.000   11.493    0.055 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:107(_load_struct)
  2780668    5.270    0.000   11.414    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ntpath.py:50(normcase)
18751/1410    0.443    0.000   10.610    0.008 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:215(_load_list)
     2380    0.496    0.000   10.233    0.004 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1454(paintEvent)
    25475    0.741    0.000    9.031    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:940(_poll_result_queue)
      144    0.001    0.000    7.799    0.054 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:153(_get_cached_or_load)
    25475    2.832    0.000    7.721    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\queues.py:132(get_nowait)
       12    0.047    0.004    7.620    0.635 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:701(_check_save_corruption_lightweight)
      251    0.013    0.000    7.529    0.030 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:351(_build_resource_list)
    42991    0.347    0.000    5.751    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:80(__init__)
  1387124    3.439    0.000    5.584    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:465(read_uint32)
  5135778    5.440    0.000    5.440    0.000 {method 'search' of 're.Pattern' objects}
     6852    0.209    0.000    5.298    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:209(_loop)
      326    0.005    0.000    4.892    0.015 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:444(__init__)
      567    0.229    0.000    4.853    0.009 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1356(_draw_room_highlight)
    25475    0.312    0.000    4.727    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\queues.py:96(get)
    37064    0.028    0.000    4.514    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:120(__hash__)
        2    0.001    0.001    4.370    2.185 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:368(load_resources_dict)
      351    1.040    0.003    4.214    0.012 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:526(paintEvent)
    25482    0.123    0.000    4.165    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:253(poll)
        1    0.010    0.010    4.037    4.037 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1972(module_names)
    25482    0.343    0.000    3.844    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:342(_poll)
        1    0.000    0.000    3.835    3.835 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:408(on_resource_double_clicked)
     5468    0.016    0.000    3.558    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1368(_get_room_walkmesh)
 10271448    3.355    0.000    3.355    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd_file_utils.py:342(normcase)
  2648562    3.317    0.000    3.317    0.000 {built-in method _winapi.LCMapStringEx}
  1388064    1.780    0.000    3.310    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\fnmatch.py:64(fnmatchcase)
     3224    0.110    0.000    3.279    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1331(_draw_image)
       88    0.012    0.000    3.233    0.037 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\indoormap.py:1070(walkmesh)
      326    0.006    0.000    3.104    0.010 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:598(reload)
   130661    0.099    0.000    3.056    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:346(name)
     4658    0.199    0.000    3.035    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1542(mouseMoveEvent)
     3224    2.965    0.001    2.965    0.001 {built-in method drawImage}
   152232    0.653    0.000    2.948    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:307(_tail)
        1    0.000    0.000    2.941    2.941 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:936(chitin_resources)
       20    0.000    0.000    2.941    0.147 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:178(_chitin)
        1    0.005    0.005    2.941    2.941 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:184(_load_chitin)
      455    0.328    0.001    2.825    0.006 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:763(mouseMoveEvent)
    18502    0.172    0.000    2.739    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:511(add_resource)
    52/24    0.001    0.000    2.736    0.114 <frozen importlib._bootstrap>:1349(_find_and_load)
       22    0.000    0.000    2.718    0.124 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:205(_modules)
        1    0.000    0.000    2.718    2.718 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:209(<lambda>)
    89549    0.165    0.000    2.651    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:167(suffix)
8796673/8796568    2.471    0.000    2.615    0.000 {built-in method builtins.isinstance}
    25484    0.780    0.000    2.478    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:1044(wait)
    12701    0.900    0.000    2.344    0.000 {singleShot}
    21281    2.319    0.000    2.319    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\bwm\bwm_data.py:642(faceAt)
      326    0.015    0.000    2.303    0.007 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:207(resources)
  3757740    2.301    0.000    2.301    0.000 {method 'replace' of 'str' objects}
    52/24    0.001    0.000    2.201    0.092 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
        3    0.078    0.026    2.190    0.730 {built-in method exec}
     3124    2.155    0.001    2.157    0.001 {method 'read' of '_io.BufferedReader' objects}
    75240    0.103    0.000    2.150    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\geometry.py:640(within)
        2    0.000    0.000    2.103    1.052 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\dialogs\asyncloader.py:336(run)
   130706    1.233    0.000    2.038    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:257(_parse_path)
     2984    0.014    0.000    1.981    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:621(read_bytes)
        1    0.000    0.000    1.957    1.957 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1025(<lambda>)
        1    0.000    0.000    1.957    1.957 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1011(prepare_task)
        1    0.000    0.000    1.957    1.957 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1607(_get_texture_pack_list)
        1    0.000    0.000    1.957    1.957 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1005(texturepacks_list)
        3    0.000    0.000    1.957    0.652 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:302(_texturepacks)
    86337    1.046    0.000    1.937    0.000 {built-in method builtins.any}
    18598    0.553    0.000    1.836    0.000 {built-in method appendRow}
    43566    0.163    0.000    1.775    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\misc.py:91(is_capsule_file)
    48/25    0.001    0.000    1.750    0.070 <frozen importlib._bootstrap>:911(_load_unlocked)
53779/32769    0.221    0.000    1.721    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\copy.py:248(_reconstruct)
      135    0.011    0.000    1.680    0.012 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\erf\erf_auto.py:14(read_erf)
    73008    0.950    0.000    1.670    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:506(_draw_image)
        1    0.000    0.000    1.653    1.653 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:308(_load_texturepacks)
      176    0.051    0.000    1.612    0.009 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\bwm\bwm_data.py:291(vertices)
  1388169    1.578    0.000    1.578    0.000 {method 'match' of 're.Pattern' objects}
282436/88    0.650    0.000    1.524    0.017 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\copy.py:119(deepcopy)
      238    0.067    0.000    1.520    0.006 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:393(_load_rim)
 21098/88    0.181    0.000    1.519    0.017 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\copy.py:218(_deepcopy_dict)
    46/24    0.001    0.000    1.519    0.063 <frozen importlib._bootstrap_external>:1020(exec_module)
    42993    0.157    0.000    1.499    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\misc.py:77(is_bif_file)
   517442    1.440    0.000    1.440    0.000 {built-in method drawPath}
       88    0.015    0.000    1.417    0.016 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\copy.py:192(_deepcopy_list)
   119542    0.469    0.000    1.383    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:726(read_string)
  1027546    1.357    0.000    1.357    0.000 {method 'split' of 'str' objects}
       83    0.004    0.000    1.302    0.016 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:2058(module_name)
    55973    0.247    0.000    1.287    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:449(filterAcceptsRow)
      910    0.024    0.000    1.262    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:330(to_world_coords)
    83223    0.546    0.000    1.259    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1433(_build_face)
4582062/4480974    1.181    0.000    1.227    0.000 {built-in method builtins.len}
   443747    0.888    0.000    1.216    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:353(seek)
  1756274    1.207    0.000    1.209    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:853(accept_file)
      910    0.023    0.000    1.181    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:370(get_z_coord)
      455    0.012    0.000    1.156    0.003 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:698(on_mouse_moved)
  1822507    1.147    0.000    1.147    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
       12    1.083    0.090    1.085    0.090 {built-in method show}
       88    0.008    0.000    1.077    0.012 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\bwm\bwm_data.py:691(rotate)
       88    0.006    0.000    1.058    0.012 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\bwm\bwm_data.py:672(translate)
       11    0.058    0.005    1.030    0.094 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:73(read_bif)
   114/48    0.000    0.000    1.003    0.021 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
   336887    1.002    0.000    1.002    0.000 {method 'read' of 'mmap.mmap' objects}
     2731    0.989    0.000    0.989    0.000 {built-in method drawRect}
    46/24    0.001    0.000    0.921    0.038 {built-in method builtins.exec}
  5232656    0.863    0.000    0.863    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\geometry.py:656(<genexpr>)
102925/84361    0.058    0.000    0.863    0.000 {built-in method builtins.hash}
   130708    0.209    0.000    0.828    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:277(_raw_path)
       46    0.004    0.000    0.826    0.018 <frozen importlib._bootstrap_external>:1093(get_code)
    37087    0.071    0.000    0.811    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:186(__hash__)
     4658    0.165    0.000    0.808    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:807(on_mouse_moved)
    25214    0.096    0.000    0.802    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:227(__str__)
       94    0.001    0.000    0.791    0.008 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\bwm\bwm_auto.py:13(read_bwm)
        1    0.001    0.001    0.747    0.747 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\tpc.py:1(<module>)
  2341806    0.745    0.000    0.745    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:849(exceed_check)
    18941    0.063    0.000    0.734    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:174(_str_normcase)
     14/7    0.000    0.000    0.715    0.102 {built-in method builtins.__import__}
    23383    0.712    0.000    0.712    0.000 {built-in method drawLine}
    14993    0.103    0.000    0.711    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\indoormap.py:993(hook_position)
       19    0.000    0.000    0.701    0.037 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1136(resource)
  1553248    0.686    0.000    0.686    0.000 {method 'read' of '_io.BytesIO' objects}
    25482    0.642    0.000    0.673    0.000 {built-in method _winapi.PeekNamedPipe}
  2913270    0.665    0.000    0.669    0.000 {built-in method nt.fspath}
    21541    0.076    0.000    0.653    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:289(drive)
  1721375    0.641    0.000    0.641    0.000 {built-in method _struct.unpack}
    61/52    0.000    0.000    0.640    0.012 <frozen importlib._bootstrap>:1390(_handle_fromlist)
    25486    0.554    0.000    0.639    0.000 {method 'cancel' of '_winapi.Overlapped' objects}
       47    0.003    0.000    0.637    0.014 <frozen importlib._bootstrap_external>:1214(get_data)
     4750    0.388    0.000    0.637    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1446(check_list)
       19    0.001    0.000    0.630    0.033 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1190(resources)
        1    0.001    0.001    0.616    0.616 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\PIL\Image.py:1(<module>)
       19    0.001    0.000    0.616    0.032 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1386(locations)
     4658    0.200    0.000    0.610    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:422(_refresh_status_bar)
   179348    0.386    0.000    0.600    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:117(__init__)
    41264    0.232    0.000    0.592    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\copy.py:62(copy)
    91637    0.186    0.000    0.587    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:498(__init__)
   175981    0.108    0.000    0.569    0.000 {method 'extend' of 'list' objects}
    77097    0.359    0.000    0.563    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ntpath.py:99(join)
   141164    0.342    0.000    0.554    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:495(read_int32)
    48279    0.094    0.000    0.533    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:130(with_segments)
    44834    0.033    0.000    0.527    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:148(__truediv__)
   446230    0.502    0.000    0.502    0.000 {built-in method setBrush}
     3804    0.025    0.000    0.502    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\settings.py:46(getter)
       94    0.091    0.001    0.497    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\bwm\io_bwm.py:85(load)
   434187    0.310    0.000    0.494    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:389(material_color)
    44689    0.036    0.000    0.488    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:102(<genexpr>)
   119551    0.359    0.000    0.483    0.000 {method 'decode' of 'bytes' objects}
      455    0.011    0.000    0.478    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1384(on_mouse_moved)
      135    0.013    0.000    0.443    0.003 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\erf\io_erf.py:38(load)
      796    0.006    0.000    0.436    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:707(read_bytes)
      134    0.001    0.000    0.433    0.003 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\heuristics.py:40(check)
   944319    0.426    0.000    0.426    0.000 {built-in method sys.intern}
       88    0.021    0.000    0.405    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:343(_load_erf)
     3003    0.143    0.000    0.400    0.000 {built-in method nt.stat}
    25484    0.116    0.000    0.399    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:1010(_exhaustive_wait)
   294063    0.236    0.000    0.398    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\enum.py:695(__call__)
  1073336    0.383    0.000    0.384    0.000 {method 'get' of 'dict' objects}
       19    0.015    0.001    0.381    0.020 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1512(<lambda>)
     2608    0.005    0.000    0.381    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:510(stat)
     3605    0.334    0.000    0.371    0.000 {built-in method _io.open}
     2362    0.149    0.000    0.370    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1768(process_internal_commands)
      620    0.006    0.000    0.363    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:102(__exit__)
        1    0.000    0.000    0.357    0.357 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:549(join_executor_internals)
        1    0.000    0.000    0.357    0.357 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:553(_join_executor_internals)
     3812    0.329    0.000    0.357    0.000 {built-in method value}
    90456    0.221    0.000    0.352    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:385(read_uint8)
     1659    0.028    0.000    0.328    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1171(_find_hook_snap)
      326    0.007    0.000    0.319    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:34(__init__)
      416    0.013    0.000    0.308    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:972(set_list_item_label)
        3    0.308    0.103    0.308    0.103 {built-in method underMouse}
  1721375    0.306    0.000    0.306    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:29(_endian_char)
    45997    0.220    0.000    0.294    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:409(__post_init__)
        2    0.000    0.000    0.293    0.147 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:39(new_close_event)
      916    0.025    0.000    0.292    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1231(get_connected_hooks)
   100805    0.202    0.000    0.280    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:1766(add)
   456314    0.276    0.000    0.276    0.000 {built-in method nt._path_splitroot_ex}
