         229939636 function calls (225127987 primitive calls) in 524.336 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1672501    3.115    0.000   43.627    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\shader\shader.py:171(set_matrix4)
     1468    0.141    0.000   41.569    0.028 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\module.py:1863(resource)
       94    0.001    0.000   39.383    0.419 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:435(process_result_item)
  278/183    0.011    0.000   39.274    0.215 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\_base.py:537(set_result)
2973/2881    0.032    0.000   34.064    0.012 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1643(_log)
1682388/1682370    1.917    0.000   34.062    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\latebind.py:35(__call__)
7661/7565    0.032    0.000   33.231    0.004 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1139(emit)
2973/2881    0.021    0.000   32.900    0.011 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1669(handle)
4688/4676    0.015    0.000   32.866    0.007 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\handlers.py:71(emit)
7661/7469    0.049    0.000   32.529    0.004 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1011(handle)
2973/2881    0.021    0.000   32.398    0.011 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1728(callHandlers)
4688/4676    0.009    0.000   32.361    0.007 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1251(emit)
7661/7583    0.025    0.000   32.123    0.004 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1131(flush)
7661/7583   32.191    0.004   32.050    0.004 {method 'flush' of '_io.TextIOWrapper' objects}
  3332054    2.969    0.000   32.027    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:476(texture)
  1679467   12.170    0.000   31.650    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\wrapper.py:782(wrapperCall)
      987    0.006    0.000   28.944    0.029 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:449(__init__)
      987    0.004    0.000   28.460    0.029 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:603(reload)
      987    0.026    0.000   28.453    0.029 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:207(resources)
1258/1190    0.012    0.000   26.294    0.022 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1500(debug)
4744/4743    0.063    0.000   25.589    0.005 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:209(_loop)
   338739    1.618    0.000   22.861    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:80(__init__)
      504    0.019    0.000   20.223    0.040 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1386(locations)
   438165    0.512    0.000   19.959    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene.py:237(_is_object_visible)
     7921   12.141    0.002   19.361    0.002 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1446(check_list)
        1    0.000    0.000   18.737   18.737 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1108(change_active_installation)
      755    0.004    0.000   17.299    0.023 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\type.py:49(_autoclose)
      148    0.006    0.000   15.635    0.106 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\async_loader.py:450(load_texture_async)
      504    0.562    0.001   15.304    0.030 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1512(<lambda>)
1606/1605    0.957    0.001   14.706    0.009 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_cache.py:47(build_cache)
      803    0.723    0.001   14.117    0.018 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:398(_load_rim)
      181    0.840    0.005   13.773    0.076 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:348(_load_erf)
      124    0.001    0.000   13.491    0.109 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\tpc\tpc_auto.py:74(read_tpc)
       90    0.005    0.000   13.466    0.150 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\tpc\io_tga.py:167(load)
       90    0.013    0.000   13.024    0.145 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\tpc\tpc_data.py:364(set_single)
     1688    0.003    0.000   11.958    0.007 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:153(_get_cached_or_load)
   680964    0.841    0.000   11.881    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:167(suffix)
   751037    0.419    0.000   11.744    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:346(name)
   789377    2.993    0.000   11.331    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:307(_tail)
      220    0.006    0.000   10.815    0.049 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1299(location)
        2    0.000    0.000   10.710    5.355 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\dialogs\asyncloader.py:336(run)
        1    0.000    0.000   10.710   10.710 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1184(<lambda>)
        1    0.000    0.000   10.710   10.710 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1170(prepare_task)
      278    0.003    0.000    9.503    0.034 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1136(resource)
      278    0.011    0.000    9.498    0.034 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1190(resources)
  3332054    6.848    0.000    9.159    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\shader\texture.py:157(use)
   438165    0.969    0.000    8.553    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\render_object.py:147(bounding_sphere)
   340667    0.823    0.000    8.551    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\misc.py:92(is_capsule_file)
  8399243    3.552    0.000    8.440    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\wrapper.py:506(calculate_pyArgs)
15441024/15437664    4.386    0.000    8.040    0.000 {built-in method builtins.isinstance}
     1414    0.007    0.000    7.954    0.006 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1512(info)
 11703822    7.941    0.000    7.941    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\error.py:208(glCheckError)
18347/11564    7.792    0.000    7.841    0.001 {built-in method _winapi.WaitForMultipleObjects}
18216/11433    0.066    0.000    7.785    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:1010(_exhaustive_wait)
      8/7    0.000    0.000    7.726    1.104 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:1058(join)
      8/7    0.002    0.000    7.726    1.104 {method 'join' of '_thread._ThreadHandle' objects}
      8/4    0.000    0.000    7.724    1.931 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:1000(_bootstrap)
      8/4    0.002    0.000    7.724    1.931 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:1027(_bootstrap_inner)
        1    0.000    0.000    7.568    7.568 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1473(open_indoor_map_builder)
        1    0.022    0.022    7.549    7.549 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:304(__init__)
234564/234563    0.232    0.000    7.471    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:609(model)
      148    0.006    0.000    7.450    0.050 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:119(_resolve_texture_location)
  3351976    3.674    0.000    7.261    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\arrays\arraydatatype.py:133(from_param)
        1    0.000    0.000    7.108    7.108 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\update_manager.py:42(check_for_updates)
        1    0.000    0.000    7.106    7.106 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\_base.py:646(__exit__)
        1    0.000    0.000    7.098    7.098 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:837(shutdown)
        1    0.000    0.000    7.097    7.097 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:330(run)
        1    0.000    0.000    7.097    7.097 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:549(join_executor_internals)
        1    0.000    0.000    7.096    7.096 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:553(_join_executor_internals)
    64433    0.015    0.000    7.096    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\render_object.py:121(cube)
      273    0.003    0.000    7.026    0.026 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\render_object.py:211(_cube_rec)
   338989    0.794    0.000    7.001    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\misc.py:78(is_bif_file)
        2    0.021    0.011    6.771    3.386 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1972(module_names)
        1    0.000    0.000    6.760    6.760 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\queues.py:145(join_thread)
        4    0.000    0.000    6.760    1.690 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\util.py:197(__call__)
        1    0.000    0.000    6.760    6.760 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\queues.py:212(_finalize_join)
   754313    3.909    0.000    6.429    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:257(_parse_path)
  8398655    5.126    0.000    6.404    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\wrapper.py:542(calculate_cArgs)
        1    0.001    0.001    6.366    6.366 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1634(refresh_core_list)
     3834    0.075    0.000    6.146    0.002 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1417(_loop)
  1679467    2.051    0.000    5.817    0.000 {built-in method glm.value_ptr}
   828696    0.759    0.000    5.708    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\git.py:297(__hash__)
        1    0.000    0.000    5.601    5.601 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:470(_setup_modules)
    37/36    0.002    0.000    5.279    0.147 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\async_loader.py:509(load_model_async)
        1    0.005    0.005    5.228    5.228 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1671(_get_modules_list)
     2742    0.988    0.000    4.870    0.002 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:526(paintEvent)
  5035205    3.149    0.000    4.800    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\arrays\arraydatatype.py:36(__call__)
        2    0.002    0.001    4.728    2.364 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:368(load_resources_dict)
      288    0.013    0.000    4.708    0.016 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:351(_build_resource_list)
  1456411    2.696    0.000    4.556    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:465(read_uint32)
  1679467    0.875    0.000    4.518    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\converters.py:156(__call__)
  3565276    3.070    0.000    4.431    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\more_collections.py:228(__getitem__)
      277    0.056    0.000    4.410    0.016 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1442(check_dict)
   438165    0.962    0.000    4.183    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_cache.py:299(_del_git_objects)
      263    0.002    0.000    4.168    0.016 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:215(_override)
        1    0.000    0.000    4.166    4.166 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1744(_get_override_list)
        3    0.000    0.000    4.166    1.389 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1031(override_list)
        1    0.009    0.009    4.166    4.166 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:221(_load_override)
        2    1.200    0.600    4.129    2.065 {question}
      162    0.001    0.000    4.056    0.025 {built-in method addItem}
        1    0.000    0.000    3.959    3.959 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:493(on_module_selected)
        1    0.000    0.000    3.959    3.959 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\indoorkit\module_converter.py:57(ensure_loaded)
        1    0.000    0.000    3.959    3.959 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\indoorkit\module_converter.py:74(_load_module_components)
       36    0.001    0.000    3.958    0.110 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:140(_resolve_model_location)
      176    0.001    0.000    3.879    0.022 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:91(clear)
        6    0.077    0.013    3.877    0.646 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:154(set_resources)
  1679547    3.767    0.000    3.767    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ctypes\__init__.py:530(cast)
        1    0.044    0.044    3.746    3.746 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:407(load_resources_list)
  1681378    1.767    0.000    3.648    0.000 G:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\OpenGL\arrays\arraydatatype.py:169(asArray)
  6071368    1.735    0.000    3.644    0.000 <frozen abc>:117(__instancecheck__)
     7736    0.074    0.000    3.629    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:334(_build_single_resource)
 16487548    3.627    0.000    3.627    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:150(identifier)
   990480    2.686    0.000    3.489    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:409(__post_init__)
      254    0.001    0.000    3.458    0.014 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1505(<lambda>)
       27    0.000    0.000    3.413    0.126 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:205(_modules)
        1    0.000    0.000    3.413    3.413 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:209(<lambda>)
    18126    0.063    0.000    3.358    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:253(poll)
      332    0.010    0.000    3.332    0.010 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:2058(module_name)
      301    0.002    0.000    3.295    0.011 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1524(warning)
  3568032    2.270    0.000    3.288    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\more_collections.py:251(__contains__)
    27/26    0.001    0.000    3.270    0.126 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene_base.py:226(get_creature_render_object)
 16965850    3.225    0.000    3.225    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:420(__hash__)
   234264    0.651    0.000    3.125    0.000 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\scene.py:252(should_hide_obj)
    18126    0.189    0.000    3.104    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:342(_poll)
        3    0.002    0.001    3.072    1.024 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:945(core_resources)
   296184    1.796    0.000    3.065    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:506(_draw_image)
  278/183    0.001    0.000    3.050    0.017 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\_base.py:337(_invoke_callbacks)
      507    0.002    0.000    3.034    0.006 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:178(_chitin)
        3    0.001    0.000    3.031    1.010 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:936(chitin_resources)
        1    0.005    0.005    3.030    3.030 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:184(_load_chitin)
        1    0.001    0.001    3.021    3.021 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:33(__init__)
        1    0.000    0.000    3.020    3.020 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:58(load)
       99    0.001    0.000    2.924    0.030 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\module.py:1827(data)
        2    0.000    0.000    2.883    1.441 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:39(new_close_event)
        1    0.000    0.000    2.880    2.880 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\module_designer.py:227(closeEvent)
        2    0.001    0.000    2.871    1.435 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\module.py:379(__init__)
       15    2.064    0.138    2.852    0.190 {built-in method show}
    29803    0.223    0.000    2.824    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:511(add_resource)
       56    0.002    0.000    2.807    0.050 G:\GitHub\PyKotor\Libraries\PyKotorGL\src\pykotor\gl\scene\async_loader.py:493(on_complete)
        2    0.097    0.049    2.789    1.394 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\module.py:584(reload_resources)
        1    0.100    0.100    2.768    2.768 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:206(__init__)
  1366512    1.782    0.000    2.737    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:117(__init__)
   389336    1.010    0.000    2.732    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:726(read_string)
      526    0.005    0.000    2.723    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_auto.py:66(read_gff)
      525    0.012    0.000    2.652    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:62(load)
 10372464    2.650    0.000    2.650    0.000 {method 'lower' of 'str' objects}
   677423    0.858    0.000    2.632    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:498(__init__)
     9605    0.254    0.000    2.620    0.000 {method 'emit' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
       26    0.147    0.006    2.609    0.100 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:73(read_bif)
   754315    0.796    0.000    2.553    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:277(_raw_path)
    17855    0.248    0.000    2.545    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:940(_poll_result_queue)
   331739    0.177    0.000    2.511    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:148(__truediv__)
        1    0.000    0.000    2.454    2.454 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:422(_initUi)
        1    0.162    0.162    2.444    2.444 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\windows\main.py:15(setupUi)
    29875    0.891    0.000    2.397    0.000 {built-in method appendRow}
   337115    0.478    0.000    2.377    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:130(with_segments)
17756/525    0.119    0.000    2.364    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:107(_load_struct)
    17855    0.055    0.000    2.297    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\queues.py:132(get_nowait)
87446/25467    0.348    0.000    2.261    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:135(_load_field)
    17855    0.181    0.000    2.242    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\queues.py:96(get)
     3720    0.279    0.000    2.203    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:1933(paintEvent)
       26    0.001    0.000    2.183    0.084 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\creature.py:154(get_weapon_models)
       21    0.001    0.000    2.182    0.104 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\creature.py:197(_load_hand_uti)
        4    0.001    0.000    2.138    0.535 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:85(__init__)
        4    0.032    0.008    2.075    0.519 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\widgets\resource_list.py:17(setupUi)
        4    0.056    0.014    2.033    0.508 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\treeview.py:26(__init__)
  6829110    2.021    0.000    2.028    0.000 {method 'get' of 'dict' objects}
       21    0.001    0.000    2.021    0.096 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\indoorkit\module_converter.py:114(_create_component_from_lyt_room)
        5    0.000    0.000    1.977    0.395 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:22(__init__)
       11    0.000    0.000    1.977    0.180 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:60(_fix_drawer_button)
  6071368    1.908    0.000    1.909    0.000 {built-in method _abc._abc_instancecheck}
    16461    0.826    0.000    1.855    0.000 {built-in method nt.stat}
        1    0.002    0.002    1.753    1.753 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\indoor_builder.py:432(_setup_kits)
1982799/1925035    0.654    0.000    1.732    0.000 {built-in method builtins.hash}
   289200    0.351    0.000    1.715    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\git.py:785(identifier)
3907/1169    0.048    0.000    1.657    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:215(_load_list)
